SID,MATRICULA,CVE_PROGRAMA,ESTADO,PERIODO,FECHA_ACT
5584,2019C05584,LIME2020MX,Egresado,2021CC,2025-02-27
5585,2023C05585,LIEN2022MX,Activo,2025CA,2025-01-10
5586,2021C05586,LIGA2020MX,Egresado,2023CC,2024-06-18
5587,2020C05587,LIED2020MX,Egresado,2022CC,2024-10-07
5588,2021B05588,LIAD2020MX,Egresado,2023CC,2024-07-26
5589,2023C05589,LIAD2020MX,Activo,2024CC,2024-08-29
5590,2021A05590,LIME2020MX,Titulado,2023CC,2025-02-01
5591,2019B05591,LIDE2020MX,Titulado,2021CC,2024-12-01
5592,2020C05592,LIDE2020MX,Activo,2022CC,2024-10-30
5593,2024B05593,LICO2020MX,Activo,2025CA,2025-01-15
5594,2023C05594,LIDE2020MX,Activo,2025CA,2024-08-04
5595,2022A05595,LIPS2020MX,Egresado,2024CC,2025-01-29
5596,2023B05596,LIDE2020MX,Activo,2024CC,2024-12-20
5597,2024A05597,LIEN2022MX,Activo,2024CC,2024-07-21
5598,2018C05598,LISC2020MX,Baja Definitiva,2020CC,2025-01-27
5599,2022C05599,LICO2020MX,Titulado,2024CC,2024-09-01
5600,2025B05600,LICO2020MX,Baja Definitiva,2025CA,2024-07-26
5601,2024A05601,LIAD2020MX,Activo,2025CA,2024-10-26
5602,2022B05602,LIPS2020MX,Egresado,2024CC,2024-10-21
5603,2023C05603,LIME2020MX,Activo,2025CA,2024-11-15
5604,2024A05604,LIPS2020MX,Baja Temporal,2025CA,2025-01-13
5605,2023C05605,LIPS2020MX,Baja Definitiva,2025CA,2024-06-16
5606,2022C05606,LICO2020MX,Egresado,2024CC,2024-09-01
5607,2021B05607,LICI2020MX,Activo,2023CC,2024-11-15
5608,2018B05608,LIAD2020MX,Egresado,2020CC,2024-07-11
5609,2020C05609,LIIN2020MX,Titulado,2022CC,2024-12-25
5610,2020C05610,LIPS2020MX,Activo,2022CC,2024-06-14
5611,2018B05611,LIAD2020MX,Egresado,2020CC,2025-01-11
5612,2023C05612,LIIN2020MX,Activo,2025CA,28/06/2024
5613,2020C05613,LIGA2020MX,Titulado,2022CC,2025-01-15
5614,2019C05614,LIPS2020MX,TITULADO,2021CC,2024-12-15
5615,2022B05615,LICO2020MX,Egresado,2024CC,2024-12-24
5616,2021B05616,LIIN2020MX,Egresado,2023CC,2024-11-25
5617,2019C05617,LICO2020MX,Egresado,2021CC,2024-12-09
5618,2025A05618,LIED2020MX,Activo,2025CA,2024-11-20
5619,2024A05619,LIED2020MX,Activo,2024CC,2024-12-12
5620,2019A05620,LIPS2020MX,Titulado,2021CC,2024-07-21
5621,2020B05621,LIEN2022MX,Egresado,2023CA,2024-08-03
5622,2025B05622,LIGA2020MX,Activo,2025CA,2025-01-23
5623,2025B05623,LIDN2022MX,Activo,2025CA,2024-10-07
5624,2024B05624,LIPS2020MX,Baja Temporal,2024CC,2024-11-12
5625,2023C05625,LICI2020MX,Activo,2024CC,2024-12-05
5626,2022C05626,LIGA2020MX,Titulado,2024CC,2024-08-24
5627,2024C05627,LIIN2020MX,Activo,2024CC,2024-07-07
5628,2025C05628,LIIN2020MX,Activo,2025CA,2025-01-19
5629,2022C05629,LIGA2020MX,Titulado,2024CC,2024-08-13
5630,2019A05630,LIAD2020MX,Egresado,2021CC,2024-06-22
5631,2020B05631,LIAD2020MX,Titulado,2022CC,2024-12-26
5632,2025A05632,LIPS2020MX,Activo,2025CA,2024-10-13
5633,2022A05633,LIDE2020MX,Egresado,2024CC,2024-08-07
5634,2022A05634,LICO2020MX,Egresado,2024CC,2024-12-20
5635,2022C05635,LICO2020MX,Egresado,2024CC,2024-06-14
5636,2020C05636,LIAD2020MX,Egresado,2022CC,2025-02-09
5637,2025C05637,LIEN2022MX,Activo,2025CA,2024-06-03
5638,2022A05638,LIPS2020MX,Egresado,2024CC,2024-08-17
5639,2022C05639,LIME2020MX,egresado,2024CC,2024-07-07
5640,2024C05640,LICI2020MX,Baja Temporal,2024CC,2024-12-06
5641,2023B05641,LIED2020MX,Baja Temporal ,2025CA,2024-07-07
5642,2025A05642,LIGA2020MX,Activo,2025CA,2025-02-18
5643,2023A05643,LIGA2020MX,Activo,2024CC,2024-07-08
5644,2024C05644,LIGA2020MX,Activo,2024CC,2024-08-27
5645,2019B05645,LIDE2020MX,Egresado,2021CC,2024-12-29
5646,2019B05646,LIEN2022MX,Egresado,2022CA,2024-12-14
5647,2022C05647,LIIN2020MX,egresado,2024CC,2024-12-28
5648,2019C05648,LIEN2022MX,Activo,2022CA,2024-09-18
5649,2019A05649,LIED2020MX,Titulado,2021CC,2025-01-20
5650,2023A05650,LIDE2020MX,Activo,2025CA,24 Jul 2024
5651,2023B05651,LIDN2022MX,Activo,2025CA,2025-03-07
5652,2023A05652,LICI2020MX,Activo,2025CA,2024-11-07
5653,2023C05653,LIAD2020MX,Activo,2025CA,2024-10-24
5654,2023C05654,LISC2020MX,Activo,2025CA,2024-11-21
5655,2024A05655,LIAD2020MX,Activo,2024CC,2024-10-05
5656,2018B05656,LICI2020MX,Egresado,2020CC,2024-11-05
5657,2020B05657,LICI2020MX,Egresado,2022CC,2024-12-07
5658,2022B05658,LIDN2022MX,Activo,2024CC,2024-07-07
5659,2024C05659,LIED2020MX,Baja Definitiva,2025CA,2025-01-19
5660,2018B05660,LIGA2020MX,Baja Definitiva,2020CC,2025-03-13
5661,2019C05661,LIIN2020MX,Egresado,2021CC,2024-06-16
5662,2025A05662,LIIN2020MX,Activo,2025CA,2024-12-28
5663,2023A05663,LICI2020MX,Baja Temporal,2024CC,2024-11-28
5664,2024C05664,LICI2020MX,Activo,2025CA,2024-07-13
5665,2019A05665,LIDN2022MX,Titulado,2021CC,2024-07-27
5666,2022C05666,LICO2020MX,Egresado,2024CC,2024-11-30
5667,2025B05667,LICO2020MX,Activo,2025CA,2024-09-09
5668,2022A05668,LIPS2020MX,Titulado,2024CC,2024-12-08
5669,2024B05669,LIED2020MX,Baja Temporal,2025CA,2024-07-22
5670,2023A05670,LICI2020MX,Activo,2025CA,2024-07-30
5671,2021C05671,LIEN2022MX,Titulado,2024CA,2024-12-21
5672,2025A05672,LIDE2020MX,Activo,2025CA,2024-12-09
5673,2018A05673,LIEN2022MX,Titulado,2021CA,2024-06-10
5674,2023A05674,LIPS2020MX,Activo,2025CA,2024-09-24
5675,2023C05675,LICO2020MX,Activo,2025CA,2025-01-13
5676,2023B05676,LICI2020MX,Activo,2024CC,2024-09-21
5677,2024B05677,LIAD2020MX,Baja Definitiva ,2025CA,2024-08-09
5677,2024B05677,LIAD2020MX,Baja Definitiva ,2025CA,2024-08-09
5678,2024A05678,LICI2020MX,Baja Temporal,2025CA,2025-03-03
5679,2024A05679,LIED2020MX,Activo,2025CA,2024-07-17
5680,2022B05680,LISC2020MX,Titulado,2024CC,2025-01-25
5681,2025A05681,LIAD2020MX,Activo,2025CA,2024-09-15
5682,2024A05682,LISC2020MX,Activo,2024CC,2025-01-28
5683,2024C05683,LIGA2020MX,Activo,2025CA,2025-01-29
5684,2022C05684,LIAD2020MX,Egresado,2024CC,2024-09-13
5685,2024C05685,LIDN2022MX,Baja Temporal,2025CA,2024-11-30
5686,2020A05686,LIPS2020MX,Titulado,2022CC,2024-10-24
5687,2024C05687,LIDE2020MX,Activo,2025CA,2024-09-07
5688,2024B05688,LIEN2022MX,Baja Temporal,2025CA,2025-01-27
5689,2022A05689,LIGA2020MX,Egresado,2024CC,2025-01-29
5690,2023C05690,LIED2020MX,Activo ,2025CA,2024-11-16
5691,2021A05691,LIIN2020MX,Activo,2023CC,2025-02-16
5692,2025B05692,LICI2020MX,Activo,2025CA,2024-09-01
5693,2022A05693,LIEN2022MX,Activo,2024CC,2024-12-29
5694,2022C05694,LIGA2020MX,Titulado,2024CC,2024-10-08
5695,2022A05695,LIPS2020MX,Egresado,2024CC,2024-11-21
5696,2022A05696,LIGA2020MX,Egresado,2024CC,2024-08-29
5697,2024A05697,LICI2020MX,Activo,2025CA,07-03-2025
5698,2024A05698,LIED2020MX,Activo,2025CA,2024-09-22
5699,2023A05699,LICO2020MX,Activo,2024CC,2024-09-03
5700,2024B05700,LIEN2022MX,Activo,2025CA,2024-10-06
5701,2023A05701,LIGA2020MX,Baja Definitiva,2025CA,2024-10-23
5702,2022A05702,LIED2020MX,Activo,2024CC,2024-07-11
5703,2020C05703,LIDE2020MX,Activo,2022CC,2025-01-31
5704,2024C05704,LIPS2020MX,Activo,2024CC,2024-10-27
5705,2023A05705,LIIN2020MX,Activo,2025CA,2024-11-17
5706,2021A05706,LIPS2020MX,Egresado,2023CC,2024-11-15
5707,2022A05707,LICO2020MX,TITULADO,2024CC,2025-03-03
5708,2023A05708,LIIN2020MX,Activo,2025CA,2024-10-10
5709,2022C05709,LIDN2022MX,Egresado,2024CC,2024-12-15
5710,2022B05710,LIEN2022MX,Egresado,2025CA,2024-06-05
5711,2022B05711,LIDN2022MX,Activo,2024CC,2024-06-22
5712,2025A05712,LICI2020MX,Activo,2025CA,2025-02-21
5713,2023C05713,LICO2020MX,Activo,2024CC,2024-10-24
5714,2025C05714,LIIN2020MX,Activo,2025CA,2024-12-01
5715,2019A05715,LIGA2020MX,Activo,2021CC,2024-09-11
5716,2025B05716,LIIN2020MX,Baja Temporal,2025CA,2024-11-14
5717,2022B05717,LIDN2022MX,Egresado,2024CC,2024-08-13
5718,2021A05718,LIEN2022MX,Baja Definitiva,2024CA,2024-12-02
5719,2020A05719,LIGA2020MX,Titulado,2022CC,2025-03-01
5720,2023A05720,LIME2020MX,Baja Temporal,2025CA,2024-06-22
5721,2022B05721,LIME2020MX,Baja Definitiva,2024CC,2024-12-05
5722,2019B05722,LIIN2020MX,Titulado,2021CC,2025-02-12
5723,2024B05723,LIPS2020MX,Activo,2025CA,2025-01-30
5724,2024B05724,LIAD2020MX,Baja Temporal,2025CA,08-02-2025
5725,2022B05725,LICO2020MX,Egresado,2024CC,2024-09-01
5726,2022B05726,LICI2020MX,Egresado,2024CC,2024-10-12
5727,2024C05727,LIDE2020MX,Activo,2024CC,2024-10-04
5728,2024A05728,LIGA2020MX,Activo,2025CA,2024/10/06
5729,2021A05729,LIAD2020MX,Titulado,2023CC,2024-07-02
5730,2024A05730,LIPS2020MX,Activo,2024CC,23 Oct 2024
5731,2024C05731,LISC2020MX,Activo,2025CA,2024-06-25
5732,2023C05732,LISC2020MX,Activo,2024CC,2024-08-06
5733,2023B05733,LIME2020MX,Activo,2025CA,2025-01-05
5734,2024A05734,LIEN2022MX,Activo,2024CC,2025-03-14
5735,2024C05735,LIPS2020MX,Activo,2024CC,2024-10-29
5736,2023C05736,LIEN2022MX,Activo,2025CA,2024-12-05
5737,2020A05737,LIDE2020MX,Egresado,2022CC,2025-02-18
5738,2024A05738,LISC2020MX,Activo,2024CC,2024-11-14
5739,2020A05739,LIEN2022MX,Titulado,2023CA,2024-06-25
5740,2020C05740,LISC2020MX,Activo,2022CC,2024-06-11
5741,2021A05741,LIEN2022MX,Egresado,2024CA,2025-01-04
5742,2023A05742,LIDN2022MX,Activo,2024CC,2024-10-22
5743,2024C05743,LIME2020MX,Activo,2025CA,2024-08-16
5744,2025A05744,LIIN2020MX,Activo,2025CA,2024-07-03
5745,2024C05745,LIGA2020MX,Activo,2025CA,2024-07-18
5746,2023B05746,LICO2020MX,Activo,2024CC,2024-08-22
5747,2021B05747,LIGA2020MX,Activo,2023CC,2025-02-24
5748,2025B05748,LIPS2020MX,Activo,2025CA,2025-02-25
5749,2019C05749,LIGA2020MX,Egresado,2021CC,2025-02-02
5750,2018B05750,LIED2020MX,Baja Definitiva,2020CC,2024-12-22
5751,2023B05751,LISC2020MX,Activo,2025CA,2024-06-16
5752,2025B05752,LIGA2020MX,Activo,2025CA,2024-10-14
5753,2024B05753,LICI2020MX,Activo,2024CC,2024-08-29
5754,2020B05754,LIDN2022MX,Titulado,2022CC,2024-09-12
5755,2023C05755,LICO2020MX,Activo,2025CA,2025-01-21
5756,2021A05756,LIDE2020MX,Titulado,2023CC,30/10/2024
5757,2021C05757,LIDN2022MX,Activo,2023CC,2024-09-28
5758,2022C05758,LIEN2022MX,Activo,2024CC,2025-01-03
5759,2023B05759,LIGA2020MX,Activo,2024CC,2024-09-23
5760,2019A05760,LIDE2020MX,Titulado,2021CC,2025-03-10
5761,2021B05761,LIGA2020MX,Activo,2023CC,2024-09-26
5762,2023A05762,LISC2020MX,Activo,2025CA,2024-12-07
5763,2023B05763,LIDN2022MX,Activo ,2025CA,2024-07-11
5764,2020A05764,LIED2020MX,Titulado,2022CC,2025-02-07
5765,2022A05765,LIED2020MX,Titulado,2024CC,2024-12-26
5766,2022A05766,LISC2020MX,Egresado,2024CC,2024-09-29
5767,2023B05767,LISC2020MX,Activo,2025CA,2024-10-31
5768,2022A05768,LIED2020MX,Baja Definitiva,2024CC,03-07-2024
5769,2025A05769,LIIN2020MX,Activo,2025CA,2024-08-20
5770,2021A05770,LIED2020MX,Titulado,2023CC,2024-07-08
5771,2021B05771,LICI2020MX,Baja Definitiva,2023CC,2024-07-22
5772,2021C05772,LICI2020MX,Activo,2023CC,2024-09-08
5773,2022B05773,LIAD2020MX,Activo,2024CC,2024-09-18
5774,2023B05774,LICI2020MX,Activo,2024CC,2024-07-30
5774,2023B05774,LICI2020MX,Activo,2024CC,2024-07-30
5775,2024A05775,LIAD2020MX,Activo,2024CC,2024-07-21
5776,2023C05776,LIAD2020MX,Activo,2024CC,2024-08-23
5777,2023B05777,LIGA2020MX,Activo,2025CA,24 Dec 2024
5778,2024A05778,LIIN2020MX,Activo,2024CC,2025-03-06
5779,2019C05779,LIPS2020MX,Activo,2021CC,2024-09-24
5780,2022C05780,LIEN2022MX,Activo,2024CC,2024-07-15
5781,2021A05781,LIAD2020MX,Activo,2023CC,2024-06-06
5782,2024A05782,LIAD2020MX,Baja Temporal,2025CA,2024-07-06
5783,2018A05783,LIEN2022MX,Egresado,2021CA,2024-07-11
5784,2023A05784,LICI2020MX,Baja Temporal,2025CA,2024-09-20
5785,2023A05785,LIIN2020MX,Activo,2025CA,2024-09-03
5786,2019C05786,LIDE2020MX,Titulado,2021CC,2025-02-08
5787,2024C05787,LIDE2020MX,Baja Definitiva,2025CA,2024-09-16
5788,2024A05788,LICI2020MX,Activo,2025CA,2024-06-04
5789,2020B05789,LICI2020MX,Egresado,2022CC,2025-02-10
5790,2021B05790,LICI2020MX,Activo,2023CC,2025-03-09
5791,2018C05791,LIIN2020MX,Egresado,2020CC,2024-11-13
5792,2021B05792,LIIN2020MX,Titulado,2023CC,2024-07-14
5793,2024C05793,LIIN2020MX,Activo,2025CA,2024-07-27
5794,2021C05794,LIME2020MX,Titulado,2023CC,2024-06-17
5795,2024C05795,LICO2020MX,Activo,2025CA,2025-01-14
5796,2019B05796,LIAD2020MX,Titulado,2021CC,2024-10-17
5797,2023A05797,LIDE2020MX,Baja Temporal,2025CA,2025-02-19
5798,2025A05798,LIED2020MX,Activo,2025CA,2025-02-04
5799,2023B05799,LIME2020MX,Baja Definitiva,2025CA,2024-12-08
5800,2025B05800,LIDN2022MX,Activo,2025CA,2025-01-23
5801,2025A05801,LIME2020MX,Activo,2025CA,2024-06-05
5802,2023A05802,LICO2020MX,Activo,2025CA,2024-11-07
5803,2022A05803,LIDN2022MX,Egresado,2024CC,2024-09-25
5804,2023C05804,LIED2020MX,Activo,2024CC,2024-12-29
5805,2020C05805,LICI2020MX,Titulado,2022CC,2024-10-13
5806,2022A05806,LIIN2020MX,Activo,2024CC,2024-07-29
5807,2021A05807,LIED2020MX,Baja Definitiva,2023CC,2025-01-31
5808,2021A05808,LICI2020MX,Activo,2023CC,2024-10-23
5808,2021A05808,LICI2020MX,Activo,2023CC,2024-10-23
5809,2018C05809,LIEN2022MX,Activo,2021CA,2025-02-22
5810,2021B05810,LISC2020MX,Titulado,2023CC,2024-12-07
5811,2022C05811,LIME2020MX,Titulado,2024CC,2024-06-28
5812,2023C05812,LIME2020MX,activo,2024CC,2024-06-06
5813,2023A05813,LIED2020MX,Baja Definitiva,2025CA,2024-06-02
5814,2024B05814,LIME2020MX,Activo,2025CA,2024-10-03
5815,2023B05815,LICO2020MX,Activo,2025CA,2024-09-16
5816,2018B05816,LIEN2022MX,Egresado,2021CA,2024-06-05
5817,2019A05817,LIAD2020MX,Titulado,2021CC,2024-10-26
5818,2019A05818,LIED2020MX,Activo,2021CC,2024-10-16
5819,2022B05819,LICI2020MX,Egresado,2024CC,2024-07-02
5820,2024B05820,LIED2020MX,Activo,2025CA,2024-06-07
5821,2025B05821,LIIN2020MX,Activo,2025CA,2025-01-30
5822,2025C05822,LISC2020MX,Activo,2025CA,2025-02-25
5823,2021A05823,LIED2020MX,Egresado,2023CC,2024-08-14
5823,2021A05823,LIED2020MX,Egresado,2023CC,2024-08-14
5824,2021A05824,LICI2020MX,Egresado,2023CC,2025-02-24
5825,2022C05825,LIAD2020MX,Titulado,2024CC,2024-10-10
5826,2021A05826,LICI2020MX,Titulado,2023CC,2024-10-09
5827,2023B05827,LIGA2020MX,Activo,2024CC,2024-12-14
5828,2021C05828,LIAD2020MX,Egresado,2023CC,2025-02-08
5829,2023C05829,LICI2020MX,Activo,2025CA,2024-10-22
5829,2023C05829,LICI2020MX,Activo,2025CA,2024-10-22
5830,2021C05830,LIME2020MX,Titulado,2023CC,2024-10-18
5831,2024A05831,LISC2020MX,Baja Temporal,2025CA,2024-08-21
5832,2023A05832,LICI2020MX,Activo,2024CC,2024-12-31
5833,2022B05833,LIEN2022MX,Activo,2024CC,2024-10-10
5834,2024B05834,LIEN2022MX,Baja Temporal,2025CA,2024-10-03
5835,2024A05835,LIDN2022MX,Activo,2024CC,2024-12-13
5836,2021A05836,LIDN2022MX,Baja Definitiva,2023CC,2024-10-11
5837,2024C05837,LISC2020MX,Activo,2024CC,2024-06-02
5838,2022A05838,LIEN2022MX,Activo,2024CC,2024-07-17
5839,2023B05839,LIEN2022MX,Activo,2024CC,2025-01-30
5840,2024B05840,LIME2020MX,Activo,2025CA,2024-06-10
5841,2023C05841,LIEN2022MX,Activo,2025CA,2024-12-24
5842,2024B05842,LIAD2020MX,Activo,2024CC,2024-11-09
5843,2025C05843,LIDN2022MX,Activo,2025CA,2024-10-28
5844,2022B05844,LICO2020MX,Titulado,2024CC,2025-02-05
5845,2022A05845,LIPS2020MX,Egresado ,2024CC,2024-10-24
5846,2019B05846,LIED2020MX,Baja Definitiva,2021CC,2025-02-06
5847,2024C05847,LICO2020MX,Activo,2024CC,2024-08-05
5848,2022C05848,LICO2020MX,Egresado ,2024CC,2024-11-15
5849,2024B05849,LIDE2020MX,Activo,2025CA,2024-12-24
5850,2019A05850,LIPS2020MX,Baja Definitiva,2021CC,2024-12-13
5851,2023B05851,LIAD2020MX,Activo,2024CC,2024-09-12
5852,2023B05852,LIEN2022MX,Baja Definitiva,2025CA,2025-03-09
5853,2022B05853,LISC2020MX,ACTIVO,2024CC,2024-10-04
5854,2021C05854,LICO2020MX,Egresado,2023CC,2024-07-24
5855,2022B05855,LIEN2022MX,Egresado,2025CA,2024-06-30
5856,2024B05856,LIPS2020MX,ACTIVO,2025CA,2024-08-05
5857,2019C05857,LIEN2022MX,Activo,2022CA,31-07-2024
5858,2025C05858,LIPS2020MX,Baja Definitiva,2025CA,2024-07-15
5859,2019A05859,LIDN2022MX,Titulado,2021CC,2024-10-26
5860,2023A05860,LISC2020MX,Activo,2025CA,2024-07-15
5861,2024B05861,LIED2020MX,Activo,2024CC,2025-02-21
5862,2019A05862,LIME2020MX,Titulado,2021CC,2024-11-01
5863,2022C05863,LIIN2020MX,Egresado,2024CC,2024/06/05
5864,2024A05864,LIEN2022MX,Activo,2025CA,2024-12-04
5865,2025B05865,LIGA2020MX,Activo,2025CA,2024-07-30
5866,2023C05866,LIED2020MX,Activo,2025CA,2024-09-07
5867,2025B05867,LIED2020MX,Baja Definitiva,2025CA,2024-12-17
5868,2023A05868,LISC2020MX,Activo,2024CC,2024-07-31
5869,2020B05869,LISC2020MX,Egresado,2022CC,2024-10-26
5870,2025C05870,LIDN2022MX,Activo,2025CA,2024-06-22
5871,2022C05871,LIIN2020MX,egresado,2024CC,22-11-2024
5872,2023A05872,LIME2020MX,Baja Definitiva,2025CA,2025-01-15
5873,2024C05873,LICO2020MX,Activo,2024CC,2024-06-29
5874,2024A05874,LIEN2022MX,Activo,2025CA,2024-06-23
5875,2018C05875,LIPS2020MX,Baja Definitiva,2020CC,2024-06-12
5876,2023C05876,LISC2020MX,Activo,2025CA,2024-07-04
5877,2024C05877,LIME2020MX,Activo,2025CA,2024-10-29
5878,2023B05878,LIAD2020MX,Activo,2025CA,2024-08-24
5879,2023C05879,LICI2020MX,Activo,2024CC,2025-02-20
5880,2025B05880,LICI2020MX,Baja Temporal,2025CA,2024-11-19
5881,2022B05881,LISC2020MX,Titulado,2024CC,2025-03-12
5882,2024B05882,LIAD2020MX,Baja Temporal,2024CC,2025-02-12
5883,2025B05883,LIGA2020MX,Activo,2025CA,2025-03-01
5884,2022A05884,LIEN2022MX,Activo,2025CA,2025-01-16
5885,2024B05885,LIGA2020MX,Activo,2025CA,2025-01-06
5886,2023A05886,LIED2020MX,Activo,2025CA,2025-01-28
5887,2023B05887,LIAD2020MX,Activo,2025CA,2024-07-25
5888,2023A05888,LICI2020MX,Baja Temporal,2024CC,2024-11-23
5889,2023C05889,LIIN2020MX,Activo,2024CC,2024-12-06
5890,2019A05890,LICI2020MX,Activo,2021CC,2024-12-23
5891,2020C05891,LICI2020MX,Titulado,2022CC,2024-11-11
5892,2019A05892,LIED2020MX,Titulado,2021CC,2024-10-27
5893,2021C05893,LIPS2020MX,Titulado,2023CC,2025-03-04
5894,2023A05894,LIDN2022MX,Activo,2024CC,2024-08-07
5895,2020A05895,LIGA2020MX,Activo,2022CC,2024-07-03
5896,2021B05896,LIGA2020MX,Egresado,2023CC,2024/11/10
5897,2024A05897,LIPS2020MX,Baja Definitiva,2024CC,2024-12-17
5898,2024C05898,LIME2020MX,Activo,2025CA,2025-02-14
5899,2024A05899,LIEN2022MX,Activo,2025CA,2024-07-01
5900,2024A05900,LIEN2022MX, Baja Temporal,2024CC,2025-03-14
5901,2024A05901,LIPS2020MX,Activo,2025CA,2024-06-09
5902,2023B05902,LISC2020MX,baja temporal,2025CA,2025-02-09
5903,2025B05903,LIME2020MX,Baja Temporal,2025CA,2025-02-02
5903,2025B05903,LIME2020MX,Baja Temporal,2025CA,2025-02-02
5904,2022C05904,LIED2020MX,Egresado,2024CC,2024-09-24
5905,2022A05905,LICO2020MX,Baja Definitiva,2024CC,2024-07-17
5906,2024A05906,LIME2020MX,Baja Temporal,2025CA,2024-09-27
5907,2019A05907,LISC2020MX,Egresado,2021CC,2025-03-09
5908,2020B05908,LIDN2022MX,Activo,2022CC,2024-06-13
5909,2019A05909,LIPS2020MX,Egresado,2021CC,2024-08-26
5910,2025A05910,LIDN2022MX,Activo,2025CA,2024-07-20
5911,2021C05911,LIGA2020MX,Titulado,2023CC,2024-06-12
5912,2020B05912,LIED2020MX,Egresado,2022CC,2024-07-15
5912,2020B05912,LIED2020MX,Egresado,2022CC,2024-07-15
5913,2024C05913,LICI2020MX,Activo,2025CA,2024-12-11
5914,2024A05914,LIDN2022MX,Baja Temporal,2025CA,24/10/2024
5915,2025C05915,LIAD2020MX,Activo,2025CA,2025-03-02
5916,2023C05916,LIPS2020MX,Activo,2025CA,2025-02-26
5917,2024C05917,LIED2020MX,Activo,2024CC,2024-10-12
5918,2021B05918,LIDN2022MX,Titulado,2023CC,2024-07-07
5919,2024C05919,LIDE2020MX,Baja Temporal,2024CC,2024-06-09
5920,2021B05920,LICI2020MX,Activo,2023CC,2024-12-11
5921,2021C05921,LIED2020MX,Egresado,2023CC,2024-11-27
5922,2021B05922,LIGA2020MX,Titulado,2023CC,2024-12-01
5923,2021A05923,LICI2020MX,Titulado,2023CC,2025-02-09
5924,2025C05924,LIPS2020MX,activo,2025CA,2025-01-25
5925,2025B05925,LIDE2020MX,Activo,2025CA,2024-09-26
5926,2019C05926,LISC2020MX,Activo,2021CC,2025-03-05
5927,2025B05927,LIIN2020MX,BAJA DEFINITIVA,2025CA,2025-03-15
5928,2020A05928,LICI2020MX,TITULADO,2022CC,2024-06-20
5929,2024A05929,LIME2020MX,Activo,2025CA,2025-03-01
5930,2022B05930,LIEN2022MX,Activo,2024CC,2024-10-21
5931,2023A05931,LIIN2020MX,Activo,2025CA,2024-08-25
5932,2025C05932,LICI2020MX,Activo,2025CA,2024-10-26
5933,2019B05933,LIPS2020MX,Egresado,2021CC,2024-08-21
5933,2019B05933,LIPS2020MX,Egresado,2021CC,2024-08-21
5934,2021C05934,LIAD2020MX,Baja Definitiva,2023CC,2024-10-10
5935,2019C05935,LIIN2020MX,Titulado,2021CC,2025-01-12
5936,2020A05936,LIGA2020MX,Egresado,2022CC,2024/07/03
5937,2024B05937,LISC2020MX,Activo,2024CC,2024-12-28
5938,2024B05938,LIEN2022MX,Baja Temporal,2024CC,22-12-2024
5939,2025A05939,LIEN2022MX,Activo,2025CA,2025-01-21
5940,2023B05940,LICO2020MX,Activo,2024CC,2024-07-27
5941,2024C05941,LISC2020MX,Activo,2024CC,2025-03-05
5942,2020B05942,LIED2020MX,Titulado,2022CC,2025-02-26
5943,2023C05943,LIED2020MX,Activo,2025CA,2025-01-24
5944,2025A05944,LISC2020MX,Baja Definitiva,2025CA,2025-02-28
5945,2022C05945,LIME2020MX,Activo,2024CC,2024-08-04
5946,2022A05946,LIIN2020MX,Titulado,2024CC,31 Dec 2024
5947,2019B05947,LISC2020MX,Activo,2021CC,2024-09-03
5948,2023B05948,LIEN2022MX,Activo,2025CA,2025-03-15
5949,2019C05949,LIEN2022MX,Titulado,2022CA,2025-02-21
5950,2024A05950,LICI2020MX,Activo,2024CC,2024-08-10
5951,2020C05951,LIGA2020MX,Activo,2022CC,2024-12-10
5952,2021B05952,LIAD2020MX,Activo,2023CC,2024-12-23
5953,2022A05953,LISC2020MX,Egresado,2024CC,2025-02-15
5954,2022B05954,LIED2020MX,Titulado,2024CC,2025-03-03
5955,2022A05955,LIEN2022MX,Activo,2024CC,2024-12-08
5956,2020C05956,LIEN2022MX,Titulado,2023CA,2024-12-16
5957,2022B05957,LIDE2020MX,Titulado,2024CC,2024-08-11
5958,2024B05958,LISC2020MX,Baja Temporal,2024CC,2025-02-05
5959,2022C05959,LIIN2020MX,Egresado,2024CC,2025-02-15
5960,2022B05960,LICI2020MX,Titulado,2024CC,2025-01-03
5961,2022C05961,LICO2020MX,Titulado,2024CC,2024-11-20
5962,2023A05962,LIDE2020MX,Activo,2024CC,2024-07-13
5963,2021B05963,LIME2020MX,Egresado,2023CC,2024-06-01
5964,2024A05964,LISC2020MX,Activo,2024CC,2025-02-07
5965,2021B05965,LICI2020MX,Activo,2023CC,2024-08-04
5966,2022B05966,LIED2020MX,Titulado,2024CC,2025-01-10
5967,2023C05967,LISC2020MX,Activo,2025CA,2024-08-05
5968,2021A05968,LIPS2020MX,Egresado,2023CC,2024-06-12
5969,2025C05969,LISC2020MX,Activo,2025CA,2024-08-22
5970,2020B05970,LIIN2020MX,Egresado,2022CC,2024-09-21
5971,2021C05971,LIIN2020MX,Titulado,2023CC,04 Aug 2024
5972,2019C05972,LIAD2020MX,Titulado,2021CC,2024-12-18
5973,2023A05973,LIDE2020MX,Activo,2024CC,2025-02-06
5974,2020B05974,LICI2020MX,Activo,2022CC,2024-10-28
5975,2023C05975,LIDE2020MX,Activo,2025CA,2025-01-20
5976,2025B05976,LIDN2022MX,Activo,2025CA,2024-09-03
5977,2019C05977,LICI2020MX,Titulado,2021CC,12/25/2024
5978,2023A05978,LIEN2022MX,Activo,2025CA,2024-08-10
